Repo,Author,Star,Fork,Watch,Creation,Last Update,Language,Topic,Family,Platform
Triton-Symbolic,bl4ckic3,5,0,3,2018-02-14,2020-10-12,Python,,,
CmdDesktopSwitch,herrcore,31,5,4,2014-11-07,2021-09-06,C++,,,windows
malwares-News_Old_____Part1,ruCyberPoison,2,3,0,2017-03-27,2017-09-15,Python,,"botnet, ransomware, spyware, trojan, virus, worm","android, iphone"
malcert,sysopfb,8,2,1,2018-01-29,2021-12-15,Go,,,
TrickBot-share,k-vitali,8,5,4,2019-01-23,2021-01-23,Jupyter Notebook,,,
malware-s2e,adrianherrera,19,3,2,2018-01-05,2021-03-17,C++,"s2e, malware, symbolic-execution",,windows
malware,abshkd,13,7,3,2017-03-02,2021-07-27,Python,"backdoors, hacking, shellcode, slingshot, wordpress, php",backdoor,
Fscry,bahaabdelwahed,3,4,2,2019-01-25,2020-05-09,Ruby,,,windows
MiscMalware,silascutler,10,1,0,2018-12-26,2020-10-16,Python,,,
malware-killer-creator,binlmmhc,2,1,0,2019-03-21,2019-12-05,PowerShell,,,
palware,saveriomiroddi,8,3,2,2017-11-21,2021-09-12,Assembly,"asm, malware-analysis, virus-dos, virus, malware, dos",virus,
pypi_malware,rsc-dev,34,6,3,2018-12-08,2021-11-25,Python,"malware-research, pypi-packages",,
usbforce,merces,4,3,2,2013-09-25,2021-11-18,Visual Basic,,,
just-another-malware-analyzer,lqhl,1,3,1,2015-03-14,2016-08-10,Python,,,windows
API-call-Seq---Malware-beh,merlingo,5,3,1,2017-06-02,2021-09-13,Python,,,
nlhbi-malware-extractor,danzek,1,5,3,2014-12-21,2021-03-30,Python,,,
webserver-malware-scanner,trietptm,1,2,0,2015-06-03,2015-07-13,Shell,,,
rootkit,jeffgeiger,5,1,1,2015-04-18,2018-01-30,C,,rootkit,
DasMalwerkArbeitnehmer,sketchymoose,5,1,2,2016-08-13,2017-01-13,Python,,,
AutoIT-Malware,Elm0D,8,3,2,2018-01-28,2021-11-29,AutoIt,,,
academic-papaers-about-complex-network-and-malware-propagation-dynamics,SCUJP,7,5,2,2015-11-26,2020-11-18,,,,
NemucodCryptedDecrypter,Demonslay335,2,3,1,2016-03-22,2019-03-17,C#,,ransomware,
URLLookupService,princemanohar,0,1,0,2018-08-21,2018-08-22,Python,,,
ryuk,jfx41,1,1,2,2017-11-27,2019-11-18,Shell,,,linux
MacroVirusDemo,devanshah1,4,3,2,2015-04-05,2021-11-21,C++,,"trojan, virus",windows
IOCs-in-CSV-format,makflwana,7,5,4,2016-07-15,2021-01-21,,,trojan,
April-fool,Xyl2k,2,3,3,2016-04-01,2020-06-06,JavaScript,,,
sculevta-project,camarllon,2,0,0,2014-08-16,2017-02-14,C,,,
CSEC-466,smayandaruka,2,0,1,2019-04-19,2019-11-17,,,,
OpenVaccineServer,p2plab,1,0,2,2015-07-27,2016-06-27,D,,,
Dexter,Freeloader0,3,2,2,2015-12-19,2020-11-24,Python,,,windows
AndroidMalwareZoo,B15mu7h,9,7,1,2019-01-23,2021-09-22,Shell,"malware-samples, android, malware-analysis, malwareanalysis",,android
Shipyard,micahjmartin,4,1,3,2018-03-24,2018-10-03,Shell,,,linux
simple_CUDA_malware_unpacking,kostaspap88,4,1,2,2012-07-30,2017-07-01,C++,,,
malware-crawler,edisona,4,1,1,2015-05-06,2019-08-18,Python,,,
malware,0FuzzingQ,4,2,0,2018-02-28,2020-05-20,C++,,"backdoor, worm",
easy_way_nymaim,d00rt,10,2,0,2018-04-23,2021-04-13,Python,,,
cpluplus-malware,Hacknology,0,0,0,2017-02-18,2017-02-18,C++,,,
MalwareSamples,besimaltnok,1,1,2,2017-07-08,2018-05-30,,,,
RizingThreat,RizingThreat,0,0,0,2019-02-17,2019-02-19,,,,
malwarefans.github.io,malwaram,0,0,1,2016-03-07,2016-03-07,,,,
tlh,orcteam,0,0,0,2018-03-22,2018-03-22,,,,
Security-Certificate-Collection,eamars,8,0,3,2014-12-10,2018-11-30,,,,
Taikutsu,b1narythag0d,2,0,1,2018-12-05,2019-02-27,C,,botnet,
Driver-Malware-Component,k-vitali,5,4,1,2019-04-09,2021-03-12,C,,,
adblockrouter,longsleep,9,2,2,2014-12-26,2021-03-12,Shell,,,
Examining-malware-images-Forensics-Events-Cheatsheet-,dashjuvi,7,2,1,2018-10-16,2019-03-15,,,,
Malware_working,irene9adler,3,0,1,2018-11-22,2020-01-15,,,,android
theZoo,guilhermej,5,0,3,2016-04-02,2021-11-08,,,,
MalwareProject,Mebant,0,0,1,2018-11-02,2018-11-27,HTML,,,
malware,ucrcyber,4,0,8,2018-04-07,2021-09-17,Python,,worm,
docker-linux-malware-detect-monitor,Bessonov,6,2,1,2017-11-18,2020-12-21,Shell,,,linux
grassbox,Ravenons,4,2,3,2014-07-04,2021-12-15,Python,,,mac
malware-vis,sanikuz,2,0,1,2015-06-17,2019-07-14,Python,,,
malSearcher,r00tten,2,2,2,2019-03-20,2020-10-26,Python,,,"linux, windows"
APT-YARA,HONKONE,4,2,0,2018-10-16,2020-03-03,YARA,,,
malware-decryptors,raikar,3,0,2,2017-12-23,2020-11-19,Python,,ransomware,
MEMZ,Leurak,436,164,45,2016-04-14,2019-08-18,,"trojan, danooct1, malware, memes",trojan,"linux, windows"
APTMalwareNotes,michael-yip,48,21,8,2015-04-28,2021-05-05,,,,
hackingLibrary,jwx0539,141,181,10,2018-11-30,2021-12-15,,,virus,
MalwarePoC,Optixal,18,14,4,2016-06-12,2021-11-12,Python,,,
flu,fluproject,18,6,3,2017-02-10,2021-12-03,C#,,,
RegistryMonitor,weixu8,13,16,3,2014-03-02,2020-07-19,C,,,windows
loki-parse,R3MRUM,13,4,3,2017-04-28,2021-07-08,Python,,"botnet, keylogger, sniff",windows
virustotal_domain_search,andrew-morris,10,0,3,2016-01-24,2020-06-07,Python,,,
malware-REsearch,matrosov,11,4,6,2013-02-26,2021-04-21,Python,,,
MC2Extractor,CyberSaxosTiGER,8,3,0,2018-10-01,2021-03-23,Python,"android, malware-analysis, collection",,android
Malpimp,cysinfo,8,7,2,2016-07-10,2019-03-20,,,,windows
corana,anhvvcs,17,2,2,2019-04-17,2021-10-29,C,"dynamic-symbolic-execution, formal-methods, control-flow-graph, binary-analysis, arm-cortex, natural-language-processing",,"linux, windows"
fluxion,hackcrypto,25,22,7,2018-05-12,2021-09-23,Shell,,,"linux, windows"
coinhive-chrome-mozilla,hakanonymos,19,7,2,2018-11-14,2021-11-18,JavaScript,,keylogger,
RunPE,SzymoRatajczak,9,6,0,2018-01-16,2020-10-21,C,,,
malware-techniques,alichtman,53,6,5,2019-04-19,2021-12-01,Python,"malware, malware-development, reverse-engineering, malware-analysis, malware-research, macos, linux",,linux
mock-ransomware,ryancor,10,3,2,2018-08-30,2021-07-06,C++,,"ransomware, virus",
EducationalRAT,securesean,19,4,1,2018-05-29,2021-12-15,C#,,trojan,
ms17_010_scanner,ch4meleon,7,4,0,2017-07-22,2020-04-05,Python,,,windows
InstaBotMaker,trevorw22,14,3,5,2018-04-16,2021-09-17,Python,,botnet,
totally-not-malware,josephnavarro,10,0,0,2018-04-08,2021-09-15,Python,,,
Ensemble_DL_Ransomware_Detector,laurencejbelliott,15,9,0,2019-04-10,2021-11-03,Python,"deep-learning, malware-analysis, malware-detection, ransomware-detection, keras, ensemble-learning, neural-networks",ransomware,windows
sims-zeus,mikimaine,6,5,2,2017-03-21,2021-08-20,C,"php, c, malware",,
AndroVariant,zombieCraig,6,2,2,2011-10-28,2019-12-17,Ruby,,,android
open-graphiti-sandbox-results,droptables,4,2,2,2015-10-09,2017-09-13,,,,
IOCs,kylecooper,5,0,2,2014-01-22,2018-08-30,,,,
Android_malware_detection,MassyB,5,0,3,2017-03-23,2020-10-10,Jupyter Notebook,,,android
scotts-mac-malware-detector,spacevtime,6,1,1,2015-07-29,2020-03-22,Shell,,"keylogger, trojan, virus","mac, windows"
PLED-PHP-Linux.Encoder-Decrypter,PHP-AntiVirus,6,0,4,2016-01-08,2020-09-19,PHP,,ransomware,linux
WinXPSP2.Cermalus,David-Reguera-Garcia-Dreg,8,9,3,2017-05-26,2021-12-15,Assembly,"malware-sample, kernel, windows, assembler, research, hooking",,windows
malware,fser,4,1,2,2015-02-15,2017-07-26,PHP,,,
IOCCollector,abdesslem,4,0,2,2014-02-27,2018-10-26,C#,,,
vaporware,infodox,4,2,2,2013-11-14,2018-08-28,,,virus,
Steal-User-identity-through-USB,gamblur,19,4,1,2017-11-25,2021-11-23,C++,,,mac
Malware,OsandaMalith,9,3,1,2019-05-22,2021-11-07,AutoHotkey,,,
smbd-cpuminer-infection-fix,Menziess,5,0,1,2017-07-28,2020-02-13,Shell,"samba, cpu, miner, updatescript, exploit",,linux
POC-Android-Malware,LeetCodes,4,13,2,2014-02-27,2021-12-13,Java,,,android
malrepo,Gexos,10,6,1,2019-05-23,2021-11-16,,"malware, malware-analysis, malware-research, malware-samples",virus,
word-based-malware,cystack,4,0,3,2019-02-02,2021-02-25,,,,
MalwareMiner,MalwareMiner,3,0,1,2014-11-18,2016-10-11,Python,,,
docker-grimd,Aeryax,2,0,2,2017-02-12,2019-12-12,,"docker, docker-image, dns",,linux
TCC,ltgouvea,3,0,3,2016-06-03,2020-08-08,TeX,,,"linux, windows"
wannacry_tracking,rslu2000,3,10,0,2017-05-16,2021-08-05,Python,,,
hosts-blocking,michaeltrimm,5,1,3,2016-11-19,2020-08-20,Shell,"hosts, unix, security, privacy",spyware,linux
LFDiP,Nullf0x,2,0,1,2015-12-12,2019-01-12,Python,,,linux
Judge-Query-and-Executable,AdamWhiteHat,46,11,5,2019-03-28,2021-12-14,C,"security, threat-hunting, antivirus, scanner, query-language, csharp",virus,
theZoo,marrocamp,4,0,3,2016-07-21,2021-11-06,Python,,"botnet, spyware, trojan, virus, worm","android, iphone"
Malware,gdsubn3t,2,1,0,2018-06-28,2021-06-19,Python,,"backdoor, virus",
littlesnitch-filters,balupton,8,1,1,2018-08-01,2020-11-13,,,,
file_crypter,lcatro,4,9,2,2015-07-14,2021-11-08,C,,,
the-hidden-thief,hanix,4,0,1,2018-02-11,2021-07-26,Python,"python, malware, keylogger, windows-7",keylogger,windows
electron-simple-malware,MontoyaAndres,4,0,1,2018-06-12,2019-08-25,JavaScript,,,"linux, windows"
rootphisher,blueudp,3,3,0,2018-09-19,2019-04-19,PHP,,spoof,linux
MalwareKit,psb-seclab,0,1,4,2015-11-04,2017-06-25,C,,,
vapt,devmandy54,0,0,0,2019-05-09,2019-05-09,,,,
Malware,jhopz,0,0,0,2018-06-29,2019-08-08,Python,,,
codex,ameily,0,0,1,2015-02-05,2015-02-05,Python,,,
Menshawy,MahmoudMorsyElMenshawy,1,0,1,2017-07-17,2021-05-05,,,,
malware,barmale0x79,2,0,1,2019-02-21,2020-09-25,,,,
sayori,hushino,1,0,1,2018-04-06,2021-11-29,C#,"doki-doki-literature-club, csharp, visual-studio",,
malscan1,LandoLandauster,0,0,0,2012-10-29,2013-01-12,Java,,,
malware-repository,InformatiKGamer3089,0,0,0,2019-01-03,2019-01-04,,,,
malware,wolfcod,0,0,2,2018-02-19,2020-04-02,Assembly,,,
malware,truong131433,0,1,0,2017-12-30,2017-12-30,,,,
Tiny-Downloader,ElvisBlue,1,2,0,2019-03-31,2020-08-19,Assembly,,,
Viking_MalAnalysis,RedbeardTheSecurityViking,0,0,0,2019-03-19,2019-03-26,Python,,,
malware,BBS-Bill-Gates,1,5,0,2019-04-24,2019-09-20,Visual Basic,,,
malware-analysis,bettoavalos,0,0,2,2017-05-16,2017-05-16,,,,
Gravity-Scan,Kecoaks,0,0,0,2017-11-12,2017-11-12,PHP,,,
An-Almost-undetectable-malware-embedded-in-a-little-game,BLemine,0,0,0,2019-03-20,2019-04-04,,"python, malware, pygame",virus,
malpic,0xomochi,0,0,1,2018-12-10,2020-06-23,,,,
TA505,ShareFileA,0,0,0,2019-05-02,2019-05-02,,,,
Malwares,flocoder,0,0,1,2016-08-17,2016-08-17,PHP,,,
reverseTCP,jlima020,0,0,0,2017-12-12,2018-07-31,,,,
BlackDream,DeepwebCodex,0,0,1,2018-10-16,2018-10-16,Visual Basic,,,
getvir,getvir,0,1,2,2016-05-06,2016-05-06,Shell,,,
BonZIwAre,MicroshaftCorp,0,0,1,2018-07-25,2018-07-25,Batchfile,,,
MalwareSamples,uyu423,0,0,1,2015-11-25,2016-01-26,Shell,,,
malware,kentgrav,0,0,1,2018-02-22,2018-02-22,C,,,
Malware-Samples,0v3rride,1,1,0,2019-03-11,2020-03-21,PowerShell,,,
malware-analysis,j0hnsm1thj4cks0n,0,0,0,2018-07-02,2018-07-02,,,,
0xbyt3-anti-malware,ICWR-TECH,0,0,1,2019-04-02,2019-04-02,PHP,,,
polymorphic_compression_malware,t94j0,3,5,4,2017-12-14,2021-08-24,Go,"malware, security, hacking",virus,
Research_MalwareDiscover,ArvinH,0,1,7,2014-01-14,2020-01-27,Java,,,
rs-ame-connector,RS-AME,1,3,2,2018-04-10,2021-12-10,C#,"anti-virus, anti-malware, engine, python, java, dotnet",,"linux, windows"
MalwareReverseEngineering,DanielDowns,0,0,1,2014-05-10,2014-09-03,Python,,,
TRISIS-TRITON-HATMAN-malware,richarddennis,0,0,2,2018-01-17,2018-01-17,Python,,,
samples,ashubits,0,0,1,2018-12-16,2021-11-24,Shell,,,
security-essentials-ica,ICA-IT,0,0,1,2019-04-22,2019-04-22,TeX,,,
challenge20171129,nguyenvulong,0,0,1,2017-11-29,2017-11-29,Python,,,
MalwareAnalysis,ducphanduyagentp,0,0,0,2017-07-11,2017-09-11,,,,
research,kiltedhacker,0,0,0,2019-04-17,2019-04-17,,,,
malwrDL,redteamcaliber,1,1,0,2016-10-29,2021-03-11,Python,,,
SPAM,sniper7kills,0,0,1,2017-05-14,2017-05-14,JavaScript,,spam,
invasion,eds-uga,0,0,2,2016-09-05,2016-10-14,Python,,,
Shamoon-3,m-almodawah,2,3,0,2018-12-31,2020-02-26,,,,
artsyy.github.io,Artsyy,0,0,1,2017-12-01,2017-12-01,HTML,,"ransomware, spyware, trojan, virus",
malwaretowerdefense,thechosenone124,0,0,5,2013-09-27,2014-04-22,Java,,,
Yara_Rules,C0d3R3ad3r,0,0,1,2017-05-19,2017-05-19,,,,
VPNFilter-Malware-Detector,yt0ng,1,1,1,2018-05-24,2020-12-12,,,,
Notes,andy345,0,0,0,2019-03-28,2020-02-19,,,,
malware-samples,santiago-bassett,0,0,2,2016-03-14,2016-03-14,,,,
ClementineMalware,Andrew-Miranti,0,0,0,2017-05-05,2017-05-05,C#,,virus,
JenX-Malware,jarmouz,0,0,1,2018-02-03,2018-02-03,Python,,,
sudo_malware,chankruze,0,0,0,2018-01-25,2018-05-05,C++,,,
weyShell,CSSDePaul,0,0,9,2015-05-30,2015-05-30,Python,,,
MalwareReports,amohanta,0,0,1,2017-02-06,2017-08-16,,,,
Agent,GiulioCentrella,0,0,0,2018-02-15,2018-02-15,C,,,
Reversing,Davelicious,0,0,0,2018-09-22,2020-08-19,,,,
FlowKit,h3xb0y,0,1,1,2018-02-03,2018-03-21,Java,,keylogger,android
Malware,LukasTanner,0,0,0,2018-11-24,2019-05-05,,,,
WMTA,0xc1r3ng,1,0,1,2017-05-02,2021-03-31,,,,windows
Malware.py,skadjfasdf,0,1,0,2016-09-08,2016-09-08,Python,,,
Malware,CyberMALab,0,0,3,2019-04-01,2019-04-01,,,,
malware_stash,0xbahaa,0,0,0,2019-04-26,2019-04-26,,,,
F_ONE,hutchYy,0,0,0,2018-12-29,2020-10-03,Python,,,
MalwareDetector,geocachecs,0,0,1,2019-05-04,2019-06-03,Jupyter Notebook,,,
AndroidMalwareApp,dotzip,0,0,1,2019-05-09,2019-05-28,Java,,,android
MalwareAnalysis,congyuandong,0,0,1,2015-05-21,2015-05-21,,,,android
s4urc,RoxburyNight,0,0,0,2017-11-28,2017-11-28,Python,,,android
mlc-src,mlcryptocoin,0,0,0,2018-02-02,2018-02-02,C++,,,
malware-dev-article,lin0x,0,0,2,2019-01-13,2019-01-13,,,,
scanner.sh,wellr00t3d,0,0,1,2018-08-08,2021-12-16,Shell,,,
CSC583-Advanced-Topics-in-Computer-Security,fargonmer96,0,0,0,2019-05-01,2019-05-14,,,,
vigillio,pingyan,0,0,1,2013-07-03,2014-05-03,,,,
visbot,Shivamkamat94,0,0,2,2016-12-06,2016-12-06,PHP,,,
Keyhole,xSploited,0,0,0,2016-07-11,2017-07-03,,,backdoor,
Malware,kaidder,0,1,1,2016-11-25,2016-11-25,C++,,,
SaveIt,darksnake99,0,0,0,2017-05-02,2017-05-02,,,,
badthings,evilsi,0,0,1,2017-09-22,2018-09-25,,,,
microsoft-malware-prediction,kornellewy,0,0,0,2019-03-02,2019-03-02,Jupyter Notebook,,,
Win-Linux-Keylogger,harsh-joshi-rit-2019,0,0,0,2019-02-21,2019-04-28,Python,,keylogger,"linux, windows"
malwares,marlonscastro,0,0,0,2019-05-26,2019-05-26,,,,
malwarefeeds,neriberto,0,1,1,2017-08-18,2018-09-20,Python,,ransomware,
androraser_malware,jbranlant,0,0,0,2018-09-16,2018-09-16,,,,android
M.E.-Research,sanjaynitttr,0,0,1,2018-05-29,2018-05-29,Python,,,
TizenLocker,jcapellman,1,0,1,2017-04-06,2020-02-11,C#,,worm,
2017-Malware-Influence,KasunWerellagama,0,0,1,2017-07-01,2017-07-01,,,,
MMP,Druggist911,0,0,0,2019-02-24,2019-03-02,Jupyter Notebook,,,
Trojan.Win32.Shits-Hosed,jawandsingh,0,0,1,2018-01-13,2018-12-14,C#,,,"linux, windows"
arthropod,cbbruss,1,1,2,2018-12-21,2019-10-25,Jupyter Notebook,,,
virlab,Jeyekomon,0,0,1,2019-02-10,2019-03-04,HTML,,,
BMC,KINGSABRI,1,1,1,2013-01-29,2020-04-06,Ruby,,,
pseudobot,maetrics,1,1,1,2016-05-11,2021-05-07,Python,,botnet,
MalwareAnalysis,techgaun,0,2,1,2016-03-02,2016-11-01,JavaScript,,ransomware,
Malware_Executables,manaaralam,0,0,1,2017-10-25,2017-10-25,,,,
yama,vitovitolo,1,0,1,2016-12-01,2021-10-30,Puppet,"python, malware, url, puppet, haproxy, redis, mysql",,
mos.malware,Freshman83,0,0,1,2019-01-13,2019-01-13,,,,
dlabs-dok-php-cq-malware-finder,dlapps,0,0,6,2018-09-22,2019-07-30,Dockerfile,,,
malwaresamples,hutism,0,0,0,2017-04-09,2017-04-09,,,,
Powershell-Malware,enderphan94,5,1,1,2017-08-01,2021-08-14,PowerShell,,,
AAM,mativl,0,0,2,2018-05-14,2018-05-22,PHP,,,
93AV-Hashes,speedyplane2247,0,0,1,2018-06-09,2018-06-09,,,,
CMPE-209,AakanshaTalati,0,0,0,2017-04-16,2017-04-16,Python,,botnet,
mal_site,koyokr,0,0,1,2016-08-02,2016-08-02,C,,,
AdvancedUnixProject,jconnor0426,0,0,2,2015-10-07,2015-12-08,C,,,
malware,anhtuan206,0,0,1,2018-11-17,2018-11-17,,,,
Micropony,GermanAizek,0,0,0,2018-11-26,2019-08-25,C++,,,
Coursework,sechkomar,1,0,1,2017-12-10,2021-08-09,Python,,,
malware,gracehseu,0,0,0,2018-09-19,2018-09-19,Python,,,windows
static-malware-analysis-python,SubhasisMukh,4,4,0,2019-03-23,2021-11-16,HTML,,,android
malpic,hcninja,0,0,2,2015-11-17,2020-08-08,Go,,,
Malware-games,ManWuzi,0,0,1,2018-05-06,2018-05-06,Shell,,,
wendigo,daniellohrey,0,1,1,2018-11-18,2019-02-07,Python,,botnet,
MSCS630,zachstecher,0,0,2,2016-02-06,2016-02-24,Java,,,android
sunobe,sudoprime,0,1,0,2015-10-06,2015-10-28,C++,,,
Malware,jlcmux,0,0,1,2018-01-09,2021-06-10,,,ransomware,
AndroidRAT,ClovisIRex,0,1,0,2017-09-12,2017-09-13,Java,,,android
Cuckoo_Setup,rachana05,0,0,0,2019-02-08,2019-02-08,Shell,,,"linux, windows"
Reverse-Engineering,nadroj-isk,0,0,0,2018-09-10,2018-12-05,,,,
icarus,tbiens,28,3,4,2019-01-18,2021-12-07,Python,,,
malware-artifacts-repo-1,ols3er,0,0,1,2016-08-04,2016-11-10,,,,
scripts,st0rmbreaker,0,0,1,2018-08-13,2018-08-13,Python,,,
dosyasiz,NOPeration,0,0,0,2019-03-20,2019-03-23,,,,
Mr.-Fear,Andreww470000Ranger,0,0,1,2019-04-17,2019-04-23,Python,,"botnet, keylogger",
malware-crawler,intelemetry,1,1,1,2015-10-17,2021-01-17,Python,,,
pyware,arniber21,0,0,0,2017-12-04,2017-12-04,Python,,,
Malware-Classification,ykartal,0,0,1,2019-01-07,2019-01-08,Python,,,
Reversing,hckh3x,0,0,0,2017-10-12,2019-06-03,,,,
SPI.app,vinyll,0,0,0,2019-02-28,2019-02-28,Shell,"virus, malware, adware, macos, python","sniff, virus",mac
malware,mylesagnew,0,0,1,2019-03-30,2019-03-31,PHP,,,
interesting_malware,n0thing2speak,0,0,1,2019-05-24,2020-05-10,Shell,,,
deDexterPHP,S-ed,0,0,1,2013-01-05,2014-04-22,,,,
malware-samples,langton,0,1,2,2015-01-08,2015-04-03,C#,,,
malwrCliSubmit,someCorp,0,0,2,2016-11-21,2016-12-01,Python,,,linux
python-malware-detection,egesavci,1,0,1,2018-04-15,2020-03-17,Python,,,
Scana,OscarEsC,0,0,1,2019-05-25,2019-05-27,Python,,,
IPv6Malware,piperevski,0,1,1,2016-08-29,2016-08-29,,,,
malware-sandbox-evasion-techniques-taxonomy,straceX,0,1,1,2016-08-04,2016-08-04,,,,"android, iphone, linux, windows"
malware-Docker,open-nsm,0,0,5,2016-03-22,2016-03-22,,,,
Crypt0r,ps1337,12,10,4,2018-03-16,2021-09-17,C++,,,windows
simplevirusdetector,billkoul,0,0,1,2017-04-05,2019-02-19,Python,,,
Malware-tools,ecram,0,0,1,2018-03-13,2018-03-13,Python,,,
PyWare,BlackEagle001,0,0,0,2018-12-28,2018-12-30,Python,,keylogger,"linux, windows"
WannaCry,927589452,0,0,0,2017-05-19,2019-01-08,,,,
Keepsave,DeepwebCodex,0,1,1,2018-09-10,2018-09-10,Visual Basic,,backdoor,
re-write-ups,KristianPP,0,0,1,2017-05-23,2018-08-06,Python,,,
mal2xml,urwithajit9,0,0,1,2014-09-05,2016-04-20,,,,
Frenemy,mikinbing,0,0,2,2019-04-09,2019-04-15,C++,,,
MalwareTrafficAnalysis,forgot2wipe,0,0,1,2016-01-06,2016-01-06,,,,
avphp,G3NSVRV,0,0,0,2016-03-29,2020-11-10,Shell,,virus,
pylp,Ike-Clinton,0,0,1,2017-03-02,2017-03-02,Python,"dll, malware, lp, python, reverse-engineering, reversing",,
Trollware,70X1C,0,0,0,2016-10-24,2016-10-24,,,,
Simulacrou,VictorArajooj,1,0,0,2018-08-30,2019-08-09,,,,"android, linux, windows"
Immunity,Chandni97,0,0,1,2019-05-22,2019-05-22,Python,,"ransomware, spyware, virus",
USCYBERCOM_MALWARE_VT,reaperb0t,1,0,1,2018-11-09,2021-04-13,,,virus,
ngrams,mlhaigh,0,0,1,2016-03-21,2016-05-11,,,,
EladitosCrypter,DeepwebCodex,0,1,0,2018-09-10,2018-09-10,C#,,backdoor,
Simple-Yara-rules,breadrock1,0,0,0,2019-04-21,2021-11-06,YARA,,"backdoor, keylogger, trojan",
modular-malware,RickySeverino,0,0,0,2019-04-24,2020-02-18,C++,,,
Advanced-Topic-in-Computing,sivavenkat007,0,0,0,2017-04-20,2017-04-20,,"malware-analysis, detection, android, security, android-application",,android
Malware-Leaks,Ethical-Hackers-Club,0,1,2,2017-02-21,2017-02-21,,,,
deep-malware-analysis,arush15june,0,0,1,2019-03-07,2019-03-09,Python,,"backdoor, rootkit, trojan",
feelsbadman,grant100,0,0,0,2019-04-11,2020-06-24,C++,,,windows
PsyberProject,un4ckn0wl3z,1,2,1,2018-07-16,2020-03-20,Java,,,
owin-sinkmalware,frankgeerlings,0,0,1,2015-03-13,2015-03-13,C#,,,
obstacle-course-malware,sait-berkeley-infosec,0,0,4,2014-07-08,2014-07-29,C,,,
BSidesCincy2016-Malware,ckane,1,1,2,2016-05-20,2021-01-13,TeX,,,
Network-Security,abhisharma7,0,1,2,2016-07-01,2016-07-01,Python,,,
virusscan,MRAEES52,0,0,0,2018-02-22,2018-02-22,,,virus,
Malware-analysis,skysider,1,0,1,2017-08-15,2021-02-02,,,,
virtualbox-malwares-ghost,KernelPan1k,0,0,2,2019-05-14,2019-05-14,Shell,,,
CSEC-476,ducphanduyagentp,1,2,0,2019-03-26,2020-08-29,C++,,,
passwords_malware,pacientecero,0,0,1,2014-07-17,2014-07-17,,,botnet,
phpsummercamp,raulfraile,0,0,1,2014-08-15,2014-08-16,PHP,,,
wild-android-malware,deathslocus,0,2,2,2017-02-09,2017-02-09,Smali,,,android
